4.71 6.04 2.83 5.73 0.94 6.86 5.33 4.0 2.67 1.33 99999 5.5 4.22 2.98 1.89 1.33 5.96 4.81 3.77 2.98 2.67 6.67 5.66 4.81 4.22 4.0 7.54 6.67 5.96 5.5 5.33 
5.73 0.94 3.4 2.11 6.32 5.08 1.33 1.89 2.98 4.22 5.5 99999 1.33 2.67 4.0 5.33 1.33 1.89 2.98 4.22 5.5 2.67 2.98 3.77 4.81 5.96 4.0 4.22 4.81 5.66 6.67 
4.71 2.11 2.11 2.11 5.08 4.71 1.89 1.33 1.89 2.98 4.22 1.33 99999 1.33 2.67 4.0 1.89 1.33 1.89 2.98 4.22 2.98 2.67 2.98 3.77 4.81 4.22 4.0 4.22 4.81 5.66 
3.89 3.4 0.94 2.83 3.89 4.71 2.98 1.89 1.33 1.89 2.98 2.67 1.33 99999 1.33 2.67 2.98 1.89 1.33 1.89 2.98 3.77 2.98 2.67 2.98 3.77 4.81 4.22 4.0 4.22 4.81 
3.4 4.71 0.94 3.89 2.83 5.08 4.22 2.98 1.89 1.33 1.89 4.0 2.67 1.33 99999 1.33 4.22 2.98 1.89 1.33 1.89 4.81 3.77 2.98 2.67 2.98 5.66 4.81 4.22 4.0 4.22 
3.4 6.04 2.11 5.08 2.11 5.73 5.5 4.22 2.98 1.89 1.33 5.33 4.0 2.67 1.33 99999 5.5 4.22 2.98 1.89 1.33 5.96 4.81 3.77 2.98 2.67 6.67 5.66 4.81 4.22 4.0 
5.08 2.11 3.4 0.94 6.86 3.89 2.67 2.98 3.77 4.81 5.96 1.33 1.89 2.98 4.22 5.5 99999 1.33 2.67 4.0 5.33 1.33 1.89 2.98 4.22 5.5 2.67 2.98 3.77 4.81 5.96 
3.89 2.83 2.11 0.94 5.73 3.4 2.98 2.67 2.98 3.77 4.81 1.89 1.33 1.89 2.98 4.22 1.33 99999 1.33 2.67 4.0 1.89 1.33 1.89 2.98 4.22 2.98 2.67 2.98 3.77 4.81 
2.83 3.89 0.94 2.11 4.71 3.4 3.77 2.98 2.67 2.98 3.77 2.98 1.89 1.33 1.89 2.98 2.67 1.33 99999 1.33 2.67 2.98 1.89 1.33 1.89 2.98 3.77 2.98 2.67 2.98 3.77 
2.11 5.08 0.94 3.4 3.89 3.89 4.81 3.77 2.98 2.67 2.98 4.22 2.98 1.89 1.33 1.89 4.0 2.67 1.33 99999 1.33 4.22 2.98 1.89 1.33 1.89 4.81 3.77 2.98 2.67 2.98 
2.11 6.32 2.11 4.71 3.4 4.71 5.96 4.81 3.77 2.98 2.67 5.5 4.22 2.98 1.89 1.33 5.33 4.0 2.67 1.33 99999 5.5 4.22 2.98 1.89 1.33 5.96 4.81 3.77 2.98 2.67 
4.71 3.4 3.89 0.94 7.6 2.83 4.0 4.22 4.81 5.66 6.67 2.67 2.98 3.77 4.81 5.96 1.33 1.89 2.98 4.22 5.5 99999 1.33 2.67 4.0 5.33 1.33 1.89 2.98 4.22 5.5 
3.4 3.89 2.83 0.94 6.6 2.11 4.22 4.0 4.22 4.81 5.66 2.98 2.67 2.98 3.77 4.81 1.89 1.33 1.89 2.98 4.22 1.33 99999 1.33 2.67 4.0 1.89 1.33 1.89 2.98 4.22 
2.11 4.71 2.11 2.11 5.73 2.11 4.81 4.22 4.0 4.22 4.81 3.77 2.98 2.67 2.98 3.77 2.98 1.89 1.33 1.89 2.98 2.67 1.33 99999 1.33 2.67 2.98 1.89 1.33 1.89 2.98 
0.94 5.73 2.11 3.4 5.08 2.83 5.66 4.81 4.22 4.0 4.22 4.81 3.77 2.98 2.67 2.98 4.22 2.98 1.89 1.33 1.89 4.0 2.67 1.33 99999 1.33 4.22 2.98 1.89 1.33 1.89 
0.94 6.86 2.83 4.71 4.71 3.89 6.67 5.66 4.81 4.22 4.0 5.96 4.81 3.77 2.98 2.67 5.5 4.22 2.98 1.89 1.33 5.33 4.0 2.67 1.33 99999 5.5 4.22 2.98 1.89 1.33 
4.71 4.71 4.71 2.11 8.49 2.11 5.33 5.5 5.96 6.67 7.54 4.0 4.22 4.81 5.66 6.67 2.67 2.98 3.77 4.81 5.96 1.33 1.89 2.98 4.22 5.5 99999 1.33 2.67 4.0 5.33 
3.4 5.08 3.89 2.11 7.6 0.94 5.5 5.33 5.5 5.96 6.67 4.22 4.0 4.22 4.81 5.66 2.98 2.67 2.98 3.77 4.81 1.89 1.33 1.89 2.98 4.22 1.33 99999 1.33 2.67 4.0 
2.11 5.73 3.4 2.83 6.86 0.94 5.96 5.5 5.33 5.5 5.96 4.81 4.22 4.0 4.22 4.81 3.77 2.98 2.67 2.98 3.77 2.98 1.89 1.33 1.89 2.98 2.67 1.33 99999 1.33 2.67 
0.94 6.6 3.4 3.89 6.32 2.11 6.67 5.96 5.5 5.33 5.5 5.66 4.81 4.22 4.0 4.22 4.81 3.77 2.98 2.67 2.98 4.22 2.98 1.89 1.33 1.89 4.0 2.67 1.33 99999 1.33 
0.94 7.6 3.89 5.08 6.04 3.4 7.54 6.67 5.96 5.5 5.33 6.67 5.66 4.81 4.22 4.0 5.96 4.81 3.77 2.98 2.67 5.5 4.22 2.98 1.89 1.33 5.33 4.0 2.67 1.33 99999
