2.5 6.58 3.04 2.55 3.64 4.95 3.04 5.39 2.06 2.92 2.5 4.27 3.0 2.0 1.0 99999 1.0 2.0 3.0 3.16 2.24 1.41 1.0 1.41 2.24 3.16 3.61 2.83 2.24 2.0 2.24 2.83 3.61 4.24 3.61 3.16 3.0 3.16 3.61 4.24 5.0 4.47 4.12 4.0 4.12 4.47 5.0 5.83 5.39 5.1 5.0 5.1 5.39 5.83 6.71 6.32 6.08 6.0 6.08 6.32 6.71 
3.35 6.8 3.35 3.54 2.69 5.7 4.03 5.1 2.06 3.54 1.5 4.03 4.0 3.0 2.0 1.0 99999 1.0 2.0 4.12 3.16 2.24 1.41 1.0 1.41 2.24 4.47 3.61 2.83 2.24 2.0 2.24 2.83 5.0 4.24 3.61 3.16 3.0 3.16 3.61 5.66 5.0 4.47 4.12 4.0 4.12 4.47 6.4 5.83 5.39 5.1 5.0 5.1 5.39 7.21 6.71 6.32 6.08 6.0 6.08 6.32 
4.27 7.16 3.91 4.53 1.8 6.52 5.02 5.0 2.5 4.3 0.5 4.03 5.0 4.0 3.0 2.0 1.0 99999 1.0 5.1 4.12 3.16 2.24 1.41 1.0 1.41 5.39 4.47 3.61 2.83 2.24 2.0 2.24 5.83 5.0 4.24 3.61 3.16 3.0 3.16 6.4 5.66 5.0 4.47 4.12 4.0 4.12 7.07 6.4 5.83 5.39 5.1 5.0 5.1 7.81 7.21 6.71 6.32 6.08 6.0 6.08 
5.22 7.63 4.61 5.52 1.12 7.38 6.02 5.1 3.2 5.15 0.5 4.27 6.0 5.0 4.0 3.0 2.0 1.0 99999 6.08 5.1 4.12 3.16 2.24 1.41 1.0 6.32 5.39 4.47 3.61 2.83 2.24 2.0 6.71 5.83 5.0 4.24 3.61 3.16 3.0 7.21 6.4 5.66 5.0 4.47 4.12 4.0 7.81 7.07 6.4 5.83 5.39 5.1 5.0 8.49 7.81 7.21 6.71 6.32 6.08 6.0 
1.12 5.85 3.2 0.71 6.5 2.55 1.5 6.4 3.64 2.12 5.59 5.41 1.0 1.41 2.24 3.16 4.12 5.1 6.08 99999 1.0 2.0 3.0 4.0 5.0 6.0 1.0 1.41 2.24 3.16 4.12 5.1 6.08 2.0 2.24 2.83 3.61 4.47 5.39 6.32 3.0 3.16 3.61 4.24 5.0 5.83 6.71 4.0 4.12 4.47 5.0 5.66 6.4 7.21 5.0 5.1 5.39 5.83 6.4 7.07 7.81 
0.5 5.59 2.5 0.71 5.5 2.92 1.8 5.66 2.69 1.58 4.61 4.61 1.41 1.0 1.41 2.24 3.16 4.12 5.1 1.0 99999 1.0 2.0 3.0 4.0 5.0 1.41 1.0 1.41 2.24 3.16 4.12 5.1 2.24 2.0 2.24 2.83 3.61 4.47 5.39 3.16 3.0 3.16 3.61 4.24 5.0 5.83 4.12 4.0 4.12 4.47 5.0 5.66 6.4 5.1 5.0 5.1 5.39 5.83 6.4 7.07 
1.12 5.5 2.06 1.58 4.5 3.54 2.5 5.0 1.8 1.58 3.64 3.91 2.24 1.41 1.0 1.41 2.24 3.16 4.12 2.0 1.0 99999 1.0 2.0 3.0 4.0 2.24 1.41 1.0 1.41 2.24 3.16 4.12 2.83 2.24 2.0 2.24 2.83 3.61 4.47 3.61 3.16 3.0 3.16 3.61 4.24 5.0 4.47 4.12 4.0 4.12 4.47 5.0 5.66 5.39 5.1 5.0 5.1 5.39 5.83 6.4 
2.06 5.59 2.06 2.55 3.5 4.3 3.35 4.47 1.12 2.12 2.69 3.35 3.16 2.24 1.41 1.0 1.41 2.24 3.16 3.0 2.0 1.0 99999 1.0 2.0 3.0 3.16 2.24 1.41 1.0 1.41 2.24 3.16 3.61 2.83 2.24 2.0 2.24 2.83 3.61 4.24 3.61 3.16 3.0 3.16 3.61 4.24 5.0 4.47 4.12 4.0 4.12 4.47 5.0 5.83 5.39 5.1 5.0 5.1 5.39 5.83 
3.04 5.85 2.5 3.54 2.5 5.15 4.27 4.12 1.12 2.92 1.8 3.04 4.12 3.16 2.24 1.41 1.0 1.41 2.24 4.0 3.0 2.0 1.0 99999 1.0 2.0 4.12 3.16 2.24 1.41 1.0 1.41 2.24 4.47 3.61 2.83 2.24 2.0 2.24 2.83 5.0 4.24 3.61 3.16 3.0 3.16 3.61 5.66 5.0 4.47 4.12 4.0 4.12 4.47 6.4 5.83 5.39 5.1 5.0 5.1 5.39 
4.03 6.26 3.2 4.53 1.5 6.04 5.22 4.0 1.8 3.81 1.12 3.04 5.1 4.12 3.16 2.24 1.41 1.0 1.41 5.0 4.0 3.0 2.0 1.0 99999 1.0 5.1 4.12 3.16 2.24 1.41 1.0 1.41 5.39 4.47 3.61 2.83 2.24 2.0 2.24 5.83 5.0 4.24 3.61 3.16 3.0 3.16 6.4 5.66 5.0 4.47 4.12 4.0 4.12 7.07 6.4 5.83 5.39 5.1 5.0 5.1 
5.02 6.8 4.03 5.52 0.5 6.96 6.18 4.12 2.69 4.74 1.12 3.35 6.08 5.1 4.12 3.16 2.24 1.41 1.0 6.0 5.0 4.0 3.0 2.0 1.0 99999 6.08 5.1 4.12 3.16 2.24 1.41 1.0 6.32 5.39 4.47 3.61 2.83 2.24 2.0 6.71 5.83 5.0 4.24 3.61 3.16 3.0 7.21 6.4 5.66 5.0 4.47 4.12 4.0 7.81 7.07 6.4 5.83 5.39 5.1 5.0 
1.12 4.92 2.69 1.58 6.58 1.58 2.5 5.83 3.5 1.58 5.85 4.92 2.0 2.24 2.83 3.61 4.47 5.39 6.32 1.0 1.41 2.24 3.16 4.12 5.1 6.08 99999 1.0 2.0 3.0 4.0 5.0 6.0 1.0 1.41 2.24 3.16 4.12 5.1 6.08 2.0 2.24 2.83 3.61 4.47 5.39 6.32 3.0 3.16 3.61 4.24 5.0 5.83 6.71 4.0 4.12 4.47 5.0 5.66 6.4 7.21 
0.5 4.61 1.8 1.58 5.59 2.12 2.69 5.0 2.5 0.71 4.92 4.03 2.24 2.0 2.24 2.83 3.61 4.47 5.39 1.41 1.0 1.41 2.24 3.16 4.12 5.1 1.0 99999 1.0 2.0 3.0 4.0 5.0 1.41 1.0 1.41 2.24 3.16 4.12 5.1 2.24 2.0 2.24 2.83 3.61 4.47 5.39 3.16 3.0 3.16 3.61 4.24 5.0 5.83 4.12 4.0 4.12 4.47 5.0 5.66 6.4 
1.12 4.5 1.12 2.12 4.61 2.92 3.2 4.24 1.5 0.71 4.03 3.2 2.83 2.24 2.0 2.24 2.83 3.61 4.47 2.24 1.41 1.0 1.41 2.24 3.16 4.12 2.0 1.0 99999 1.0 2.0 3.0 4.0 2.24 1.41 1.0 1.41 2.24 3.16 4.12 2.83 2.24 2.0 2.24 2.83 3.61 4.47 3.61 3.16 3.0 3.16 3.61 4.24 5.0 4.47 4.12 4.0 4.12 4.47 5.0 5.66 
2.06 4.61 1.12 2.92 3.64 3.81 3.91 3.61 0.5 1.58 3.2 2.5 3.61 2.83 2.24 2.0 2.24 2.83 3.61 3.16 2.24 1.41 1.0 1.41 2.24 3.16 3.0 2.0 1.0 99999 1.0 2.0 3.0 3.16 2.24 1.41 1.0 1.41 2.24 3.16 3.61 2.83 2.24 2.0 2.24 2.83 3.61 4.24 3.61 3.16 3.0 3.16 3.61 4.24 5.0 4.47 4.12 4.0 4.12 4.47 5.0 
3.04 4.92 1.8 3.81 2.69 4.74 4.72 3.16 0.5 2.55 2.5 2.06 4.47 3.61 2.83 2.24 2.0 2.24 2.83 4.12 3.16 2.24 1.41 1.0 1.41 2.24 4.0 3.0 2.0 1.0 99999 1.0 2.0 4.12 3.16 2.24 1.41 1.0 1.41 2.24 4.47 3.61 2.83 2.24 2.0 2.24 2.83 5.0 4.24 3.61 3.16 3.0 3.16 3.61 5.66 5.0 4.47 4.12 4.0 4.12 4.47 
4.03 5.41 2.69 4.74 1.8 5.7 5.59 3.0 1.5 3.54 2.06 2.06 5.39 4.47 3.61 2.83 2.24 2.0 2.24 5.1 4.12 3.16 2.24 1.41 1.0 1.41 5.0 4.0 3.0 2.0 1.0 99999 1.0 5.1 4.12 3.16 2.24 1.41 1.0 1.41 5.39 4.47 3.61 2.83 2.24 2.0 2.24 5.83 5.0 4.24 3.61 3.16 3.0 3.16 6.4 5.66 5.0 4.47 4.12 4.0 4.12 
5.02 6.02 3.64 5.7 1.12 6.67 6.5 3.16 2.5 4.53 2.06 2.5 6.32 5.39 4.47 3.61 2.83 2.24 2.0 6.08 5.1 4.12 3.16 2.24 1.41 1.0 6.0 5.0 4.0 3.0 2.0 1.0 99999 6.08 5.1 4.12 3.16 2.24 1.41 1.0 6.32 5.39 4.47 3.61 2.83 2.24 2.0 6.71 5.83 5.0 4.24 3.61 3.16 3.0 7.21 6.4 5.66 5.0 4.47 4.12 4.0 
1.8 4.03 2.5 2.55 6.8 0.71 3.5 5.39 3.64 1.58 6.26 4.61 3.0 3.16 3.61 4.24 5.0 5.83 6.71 2.0 2.24 2.83 3.61 4.47 5.39 6.32 1.0 1.41 2.24 3.16 4.12 5.1 6.08 99999 1.0 2.0 3.0 4.0 5.0 6.0 1.0 1.41 2.24 3.16 4.12 5.1 6.08 2.0 2.24 2.83 3.61 4.47 5.39 6.32 3.0 3.16 3.61 4.24 5.0 5.83 6.71 
1.5 3.64 1.5 2.55 5.85 1.58 3.64 4.47 2.69 0.71 5.41 3.64 3.16 3.0 3.16 3.61 4.24 5.0 5.83 2.24 2.0 2.24 2.83 3.61 4.47 5.39 1.41 1.0 1.41 2.24 3.16 4.12 5.1 1.0 99999 1.0 2.0 3.0 4.0 5.0 1.41 1.0 1.41 2.24 3.16 4.12 5.1 2.24 2.0 2.24 2.83 3.61 4.47 5.39 3.16 3.0 3.16 3.61 4.24 5.0 5.83 
1.8 3.5 0.5 2.92 4.92 2.55 4.03 3.61 1.8 0.71 4.61 2.69 3.61 3.16 3.0 3.16 3.61 4.24 5.0 2.83 2.24 2.0 2.24 2.83 3.61 4.47 2.24 1.41 1.0 1.41 2.24 3.16 4.12 2.0 1.0 99999 1.0 2.0 3.0 4.0 2.24 1.41 1.0 1.41 2.24 3.16 4.12 2.83 2.24 2.0 2.24 2.83 3.61 4.47 3.61 3.16 3.0 3.16 3.61 4.24 5.0 
2.5 3.64 0.5 3.54 4.03 3.54 4.61 2.83 1.12 1.58 3.91 1.8 4.24 3.61 3.16 3.0 3.16 3.61 4.24 3.61 2.83 2.24 2.0 2.24 2.83 3.61 3.16 2.24 1.41 1.0 1.41 2.24 3.16 3.0 2.0 1.0 99999 1.0 2.0 3.0 3.16 2.24 1.41 1.0 1.41 2.24 3.16 3.61 2.83 2.24 2.0 2.24 2.83 3.61 4.24 3.61 3.16 3.0 3.16 3.61 4.24 
3.35 4.03 1.5 4.3 3.2 4.53 5.32 2.24 1.12 2.55 3.35 1.12 5.0 4.24 3.61 3.16 3.0 3.16 3.61 4.47 3.61 2.83 2.24 2.0 2.24 2.83 4.12 3.16 2.24 1.41 1.0 1.41 2.24 4.0 3.0 2.0 1.0 99999 1.0 2.0 4.12 3.16 2.24 1.41 1.0 1.41 2.24 4.47 3.61 2.83 2.24 2.0 2.24 2.83 5.0 4.24 3.61 3.16 3.0 3.16 3.61 
4.27 4.61 2.5 5.15 2.5 5.52 6.1 2.0 1.8 3.54 3.04 1.12 5.83 5.0 4.24 3.61 3.16 3.0 3.16 5.39 4.47 3.61 2.83 2.24 2.0 2.24 5.1 4.12 3.16 2.24 1.41 1.0 1.41 5.0 4.0 3.0 2.0 1.0 99999 1.0 5.1 4.12 3.16 2.24 1.41 1.0 1.41 5.39 4.47 3.61 2.83 2.24 2.0 2.24 5.83 5.0 4.24 3.61 3.16 3.0 3.16 
5.22 5.32 3.5 6.04 2.06 6.52 6.95 2.24 2.69 4.53 3.04 1.8 6.71 5.83 5.0 4.24 3.61 3.16 3.0 6.32 5.39 4.47 3.61 2.83 2.24 2.0 6.08 5.1 4.12 3.16 2.24 1.41 1.0 6.0 5.0 4.0 3.0 2.0 1.0 99999 6.08 5.1 4.12 3.16 2.24 1.41 1.0 6.32 5.39 4.47 3.61 2.83 2.24 2.0 6.71 5.83 5.0 4.24 3.61 3.16 3.0 
2.69 3.2 2.69 3.54 7.16 0.71 4.5 5.1 4.03 2.12 6.8 4.5 4.0 4.12 4.47 5.0 5.66 6.4 7.21 3.0 3.16 3.61 4.24 5.0 5.83 6.71 2.0 2.24 2.83 3.61 4.47 5.39 6.32 1.0 1.41 2.24 3.16 4.12 5.1 6.08 99999 1.0 2.0 3.0 4.0 5.0 6.0 1.0 1.41 2.24 3.16 4.12 5.1 6.08 2.0 2.24 2.83 3.61 4.47 5.39 6.32 
2.5 2.69 1.8 3.54 6.26 1.58 4.61 4.12 3.2 1.58 6.02 3.5 4.12 4.0 4.12 4.47 5.0 5.66 6.4 3.16 3.0 3.16 3.61 4.24 5.0 5.83 2.24 2.0 2.24 2.83 3.61 4.47 5.39 1.41 1.0 1.41 2.24 3.16 4.12 5.1 1.0 99999 1.0 2.0 3.0 4.0 5.0 1.41 1.0 1.41 2.24 3.16 4.12 5.1 2.24 2.0 2.24 2.83 3.61 4.47 5.39 
2.69 2.5 1.12 3.81 5.41 2.55 4.92 3.16 2.5 1.58 5.32 2.5 4.47 4.12 4.0 4.12 4.47 5.0 5.66 3.61 3.16 3.0 3.16 3.61 4.24 5.0 2.83 2.24 2.0 2.24 2.83 3.61 4.47 2.24 1.41 1.0 1.41 2.24 3.16 4.12 2.0 1.0 99999 1.0 2.0 3.0 4.0 2.24 1.41 1.0 1.41 2.24 3.16 4.12 2.83 2.24 2.0 2.24 2.83 3.61 4.47 
3.2 2.69 1.12 4.3 4.61 3.54 5.41 2.24 2.06 2.12 4.72 1.5 5.0 4.47 4.12 4.0 4.12 4.47 5.0 4.24 3.61 3.16 3.0 3.16 3.61 4.24 3.61 2.83 2.24 2.0 2.24 2.83 3.61 3.16 2.24 1.41 1.0 1.41 2.24 3.16 3.0 2.0 1.0 99999 1.0 2.0 3.0 3.16 2.24 1.41 1.0 1.41 2.24 3.16 3.61 2.83 2.24 2.0 2.24 2.83 3.61 
3.91 3.2 1.8 4.95 3.91 4.53 6.02 1.41 2.06 2.92 4.27 0.5 5.66 5.0 4.47 4.12 4.0 4.12 4.47 5.0 4.24 3.61 3.16 3.0 3.16 3.61 4.47 3.61 2.83 2.24 2.0 2.24 2.83 4.12 3.16 2.24 1.41 1.0 1.41 2.24 4.0 3.0 2.0 1.0 99999 1.0 2.0 4.12 3.16 2.24 1.41 1.0 1.41 2.24 4.47 3.61 2.83 2.24 2.0 2.24 2.83 
4.72 3.91 2.69 5.7 3.35 5.52 6.73 1.0 2.5 3.81 4.03 0.5 6.4 5.66 5.0 4.47 4.12 4.0 4.12 5.83 5.0 4.24 3.61 3.16 3.0 3.16 5.39 4.47 3.61 2.83 2.24 2.0 2.24 5.1 4.12 3.16 2.24 1.41 1.0 1.41 5.0 4.0 3.0 2.0 1.0 99999 1.0 5.1 4.12 3.16 2.24 1.41 1.0 1.41 5.39 4.47 3.61 2.83 2.24 2.0 2.24 
5.59 4.72 3.64 6.52 3.04 6.52 7.5 1.41 3.2 4.74 4.03 1.5 7.21 6.4 5.66 5.0 4.47 4.12 4.0 6.71 5.83 5.0 4.24 3.61 3.16 3.0 6.32 5.39 4.47 3.61 2.83 2.24 2.0 6.08 5.1 4.12 3.16 2.24 1.41 1.0 6.0 5.0 4.0 3.0 2.0 1.0 99999 6.08 5.1 4.12 3.16 2.24 1.41 1.0 6.32 5.39 4.47 3.61 2.83 2.24 2.0 
3.64 2.5 3.2 4.53 7.63 1.58 5.5 5.0 4.61 2.92 7.43 4.61 5.0 5.1 5.39 5.83 6.4 7.07 7.81 4.0 4.12 4.47 5.0 5.66 6.4 7.21 3.0 3.16 3.61 4.24 5.0 5.83 6.71 2.0 2.24 2.83 3.61 4.47 5.39 6.32 1.0 1.41 2.24 3.16 4.12 5.1 6.08 99999 1.0 2.0 3.0 4.0 5.0 6.0 1.0 1.41 2.24 3.16 4.12 5.1 6.08 
3.5 1.8 2.5 4.53 6.8 2.12 5.59 4.0 3.91 2.55 6.73 3.64 5.1 5.0 5.1 5.39 5.83 6.4 7.07 4.12 4.0 4.12 4.47 5.0 5.66 6.4 3.16 3.0 3.16 3.61 4.24 5.0 5.83 2.24 2.0 2.24 2.83 3.61 4.47 5.39 1.41 1.0 1.41 2.24 3.16 4.12 5.1 1.0 99999 1.0 2.0 3.0 4.0 5.0 1.41 1.0 1.41 2.24 3.16 4.12 5.1 
3.64 1.5 2.06 4.74 6.02 2.92 5.85 3.0 3.35 2.55 6.1 2.69 5.39 5.1 5.0 5.1 5.39 5.83 6.4 4.47 4.12 4.0 4.12 4.47 5.0 5.66 3.61 3.16 3.0 3.16 3.61 4.24 5.0 2.83 2.24 2.0 2.24 2.83 3.61 4.47 2.24 1.41 1.0 1.41 2.24 3.16 4.12 2.0 1.0 99999 1.0 2.0 3.0 4.0 2.24 1.41 1.0 1.41 2.24 3.16 4.12 
4.03 1.8 2.06 5.15 5.32 3.81 6.26 2.0 3.04 2.92 5.59 1.8 5.83 5.39 5.1 5.0 5.1 5.39 5.83 5.0 4.47 4.12 4.0 4.12 4.47 5.0 4.24 3.61 3.16 3.0 3.16 3.61 4.24 3.61 2.83 2.24 2.0 2.24 2.83 3.61 3.16 2.24 1.41 1.0 1.41 2.24 3.16 3.0 2.0 1.0 99999 1.0 2.0 3.0 3.16 2.24 1.41 1.0 1.41 2.24 3.16 
4.61 2.5 2.5 5.7 4.72 4.74 6.8 1.0 3.04 3.54 5.22 1.12 6.4 5.83 5.39 5.1 5.0 5.1 5.39 5.66 5.0 4.47 4.12 4.0 4.12 4.47 5.0 4.24 3.61 3.16 3.0 3.16 3.61 4.47 3.61 2.83 2.24 2.0 2.24 2.83 4.12 3.16 2.24 1.41 1.0 1.41 2.24 4.0 3.0 2.0 1.0 99999 1.0 2.0 4.12 3.16 2.24 1.41 1.0 1.41 2.24 
5.32 3.35 3.2 6.36 4.27 5.7 7.43 0.0 3.35 4.3 5.02 1.12 7.07 6.4 5.83 5.39 5.1 5.0 5.1 6.4 5.66 5.0 4.47 4.12 4.0 4.12 5.83 5.0 4.24 3.61 3.16 3.0 3.16 5.39 4.47 3.61 2.83 2.24 2.0 2.24 5.1 4.12 3.16 2.24 1.41 1.0 1.41 5.0 4.0 3.0 2.0 1.0 99999 1.0 5.1 4.12 3.16 2.24 1.41 1.0 1.41 
6.1 4.27 4.03 7.11 4.03 6.67 8.14 1.0 3.91 5.15 5.02 1.8 7.81 7.07 6.4 5.83 5.39 5.1 5.0 7.21 6.4 5.66 5.0 4.47 4.12 4.0 6.71 5.83 5.0 4.24 3.61 3.16 3.0 6.32 5.39 4.47 3.61 2.83 2.24 2.0 6.08 5.1 4.12 3.16 2.24 1.41 1.0 6.0 5.0 4.0 3.0 2.0 1.0 99999 6.08 5.1 4.12 3.16 2.24 1.41 1.0 
