2.4 5.37 7.6 6.96 3.59 3.4 5.37 1.49 4.81 1.33 99999 1.33 2.67 4.0 5.33 1.89 1.33 1.89 2.98 4.22 5.5 2.98 2.67 2.98 3.77 4.81 5.96 4.22 4.0 4.22 4.81 5.66 6.67 5.5 5.33 5.5 5.96 6.67 7.54 6.8 6.67 6.8 7.18 7.77 8.54 
2.0 5.7 7.36 7.45 4.27 2.11 4.06 1.49 3.77 2.67 1.33 99999 1.33 2.67 4.0 2.98 1.89 1.33 1.89 2.98 4.22 3.77 2.98 2.67 2.98 3.77 4.81 4.81 4.22 4.0 4.22 4.81 5.66 5.96 5.5 5.33 5.5 5.96 6.67 7.18 6.8 6.67 6.8 7.18 7.77 
2.4 6.29 7.36 8.14 5.21 0.94 2.75 2.4 2.98 4.0 2.67 1.33 99999 1.33 2.67 4.22 2.98 1.89 1.33 1.89 2.98 4.81 3.77 2.98 2.67 2.98 3.77 5.66 4.81 4.22 4.0 4.22 4.81 6.67 5.96 5.5 5.33 5.5 5.96 7.77 7.18 6.8 6.67 6.8 7.18 
3.33 7.09 7.6 8.97 6.29 0.94 1.49 3.59 2.67 5.33 4.0 2.67 1.33 99999 1.33 5.5 4.22 2.98 1.89 1.33 1.89 5.96 4.81 3.77 2.98 2.67 2.98 6.67 5.66 4.81 4.22 4.0 4.22 7.54 6.67 5.96 5.5 5.33 5.5 8.54 7.77 7.18 6.8 6.67 6.8 
4.47 8.03 8.06 9.91 7.45 2.11 0.67 4.85 2.98 6.67 5.33 4.0 2.67 1.33 99999 6.8 5.5 4.22 2.98 1.89 1.33 7.18 5.96 4.81 3.77 2.98 2.67 7.77 6.67 5.66 4.81 4.22 4.0 8.54 7.54 6.67 5.96 5.5 5.33 9.43 8.54 7.77 7.18 6.8 6.67 
2.75 4.06 6.86 5.37 2.0 5.08 6.7 2.0 5.5 1.33 1.89 2.98 4.22 5.5 6.8 99999 1.33 2.67 4.0 5.33 6.67 1.33 1.89 2.98 4.22 5.5 6.8 2.67 2.98 3.77 4.81 5.96 7.18 4.0 4.22 4.81 5.66 6.67 7.77 5.33 5.5 5.96 6.67 7.54 8.54 
1.49 4.06 6.32 5.7 2.4 3.89 5.37 0.67 4.22 1.89 1.33 1.89 2.98 4.22 5.5 1.33 99999 1.33 2.67 4.0 5.33 1.89 1.33 1.89 2.98 4.22 5.5 2.98 2.67 2.98 3.77 4.81 5.96 4.22 4.0 4.22 4.81 5.66 6.67 5.5 5.33 5.5 5.96 6.67 7.54 
0.67 4.47 6.04 6.29 3.33 2.83 4.06 0.67 2.98 2.98 1.89 1.33 1.89 2.98 4.22 2.67 1.33 99999 1.33 2.67 4.0 2.98 1.89 1.33 1.89 2.98 4.22 3.77 2.98 2.67 2.98 3.77 4.81 4.81 4.22 4.0 4.22 4.81 5.66 5.96 5.5 5.33 5.5 5.96 6.67 
1.49 5.21 6.04 7.09 4.47 2.11 2.75 2.0 1.89 4.22 2.98 1.89 1.33 1.89 2.98 4.0 2.67 1.33 99999 1.33 2.67 4.22 2.98 1.89 1.33 1.89 2.98 4.81 3.77 2.98 2.67 2.98 3.77 5.66 4.81 4.22 4.0 4.22 4.81 6.67 5.96 5.5 5.33 5.5 5.96 
2.75 6.15 6.32 8.03 5.7 2.11 1.49 3.33 1.33 5.5 4.22 2.98 1.89 1.33 1.89 5.33 4.0 2.67 1.33 99999 1.33 5.5 4.22 2.98 1.89 1.33 1.89 5.96 4.81 3.77 2.98 2.67 2.98 6.67 5.66 4.81 4.22 4.0 4.22 7.54 6.67 5.96 5.5 5.33 5.5 
4.06 7.21 6.86 9.07 6.96 2.83 0.67 4.67 1.89 6.8 5.5 4.22 2.98 1.89 1.33 6.67 5.33 4.0 2.67 1.33 99999 6.8 5.5 4.22 2.98 1.89 1.33 7.18 5.96 4.81 3.77 2.98 2.67 7.77 6.67 5.66 4.81 4.22 4.0 8.54 7.54 6.67 5.96 5.5 5.33 
2.75 2.75 5.73 4.06 0.67 5.73 6.96 2.4 5.33 2.67 2.98 3.77 4.81 5.96 7.18 1.33 1.89 2.98 4.22 5.5 6.8 99999 1.33 2.67 4.0 5.33 6.67 1.33 1.89 2.98 4.22 5.5 6.8 2.67 2.98 3.77 4.81 5.96 7.18 4.0 4.22 4.81 5.66 6.67 7.77 
1.49 2.75 5.08 4.47 1.49 4.71 5.7 1.49 4.0 2.98 2.67 2.98 3.77 4.81 5.96 1.89 1.33 1.89 2.98 4.22 5.5 1.33 99999 1.33 2.67 4.0 5.33 1.89 1.33 1.89 2.98 4.22 5.5 2.98 2.67 2.98 3.77 4.81 5.96 4.22 4.0 4.22 4.81 5.66 6.67 
0.67 3.33 4.71 5.21 2.75 3.89 4.47 1.49 2.67 3.77 2.98 2.67 2.98 3.77 4.81 2.98 1.89 1.33 1.89 2.98 4.22 2.67 1.33 99999 1.33 2.67 4.0 2.98 1.89 1.33 1.89 2.98 4.22 3.77 2.98 2.67 2.98 3.77 4.81 4.81 4.22 4.0 4.22 4.81 5.66 
1.49 4.27 4.71 6.15 4.06 3.4 3.33 2.4 1.33 4.81 3.77 2.98 2.67 2.98 3.77 4.22 2.98 1.89 1.33 1.89 2.98 4.0 2.67 1.33 99999 1.33 2.67 4.22 2.98 1.89 1.33 1.89 2.98 4.81 3.77 2.98 2.67 2.98 3.77 5.66 4.81 4.22 4.0 4.22 4.81 
2.75 5.37 5.08 7.21 5.37 3.4 2.4 3.59 0.0 5.96 4.81 3.77 2.98 2.67 2.98 5.5 4.22 2.98 1.89 1.33 1.89 5.33 4.0 2.67 1.33 99999 1.33 5.5 4.22 2.98 1.89 1.33 1.89 5.96 4.81 3.77 2.98 2.67 2.98 6.67 5.66 4.81 4.22 4.0 4.22 
4.06 6.57 5.73 8.35 6.7 3.89 2.0 4.85 1.33 7.18 5.96 4.81 3.77 2.98 2.67 6.8 5.5 4.22 2.98 1.89 1.33 6.67 5.33 4.0 2.67 1.33 99999 6.8 5.5 4.22 2.98 1.89 1.33 7.18 5.96 4.81 3.77 2.98 2.67 7.77 6.67 5.66 4.81 4.22 4.0 
3.33 1.49 4.71 2.75 0.67 6.6 7.45 3.33 5.5 4.0 4.22 4.81 5.66 6.67 7.77 2.67 2.98 3.77 4.81 5.96 7.18 1.33 1.89 2.98 4.22 5.5 6.8 99999 1.33 2.67 4.0 5.33 6.67 1.33 1.89 2.98 4.22 5.5 6.8 2.67 2.98 3.77 4.81 5.96 7.18 
2.4 1.49 3.89 3.33 1.49 5.73 6.29 2.75 4.22 4.22 4.0 4.22 4.81 5.66 6.67 2.98 2.67 2.98 3.77 4.81 5.96 1.89 1.33 1.89 2.98 4.22 5.5 1.33 99999 1.33 2.67 4.0 5.33 1.89 1.33 1.89 2.98 4.22 5.5 2.98 2.67 2.98 3.77 4.81 5.96 
2.0 2.4 3.4 4.27 2.75 5.08 5.21 2.75 2.98 4.81 4.22 4.0 4.22 4.81 5.66 3.77 2.98 2.67 2.98 3.77 4.81 2.98 1.89 1.33 1.89 2.98 4.22 2.67 1.33 99999 1.33 2.67 4.0 2.98 1.89 1.33 1.89 2.98 4.22 3.77 2.98 2.67 2.98 3.77 4.81 
2.4 3.59 3.4 5.37 4.06 4.71 4.27 3.33 1.89 5.66 4.81 4.22 4.0 4.22 4.81 4.81 3.77 2.98 2.67 2.98 3.77 4.22 2.98 1.89 1.33 1.89 2.98 4.0 2.67 1.33 99999 1.33 2.67 4.22 2.98 1.89 1.33 1.89 2.98 4.81 3.77 2.98 2.67 2.98 3.77 
3.33 4.85 3.89 6.57 5.37 4.71 3.59 4.27 1.33 6.67 5.66 4.81 4.22 4.0 4.22 5.96 4.81 3.77 2.98 2.67 2.98 5.5 4.22 2.98 1.89 1.33 1.89 5.33 4.0 2.67 1.33 99999 1.33 5.5 4.22 2.98 1.89 1.33 1.89 5.96 4.81 3.77 2.98 2.67 2.98 
4.47 6.15 4.71 7.8 6.7 5.08 3.33 5.37 1.89 7.77 6.67 5.66 4.81 4.22 4.0 7.18 5.96 4.81 3.77 2.98 2.67 6.8 5.5 4.22 2.98 1.89 1.33 6.67 5.33 4.0 2.67 1.33 99999 6.8 5.5 4.22 2.98 1.89 1.33 7.18 5.96 4.81 3.77 2.98 2.67 
4.27 0.67 3.89 1.49 2.0 7.6 8.14 4.47 5.96 5.33 5.5 5.96 6.67 7.54 8.54 4.0 4.22 4.81 5.66 6.67 7.77 2.67 2.98 3.77 4.81 5.96 7.18 1.33 1.89 2.98 4.22 5.5 6.8 99999 1.33 2.67 4.0 5.33 6.67 1.33 1.89 2.98 4.22 5.5 6.8 
3.59 0.67 2.83 2.4 2.4 6.86 7.09 4.06 4.81 5.5 5.33 5.5 5.96 6.67 7.54 4.22 4.0 4.22 4.81 5.66 6.67 2.98 2.67 2.98 3.77 4.81 5.96 1.89 1.33 1.89 2.98 4.22 5.5 1.33 99999 1.33 2.67 4.0 5.33 1.89 1.33 1.89 2.98 4.22 5.5 
3.33 2.0 2.11 3.59 3.33 6.32 6.15 4.06 3.77 5.96 5.5 5.33 5.5 5.96 6.67 4.81 4.22 4.0 4.22 4.81 5.66 3.77 2.98 2.67 2.98 3.77 4.81 2.98 1.89 1.33 1.89 2.98 4.22 2.67 1.33 99999 1.33 2.67 4.0 2.98 1.89 1.33 1.89 2.98 4.22 
3.59 3.33 2.11 4.85 4.47 6.04 5.37 4.47 2.98 6.67 5.96 5.5 5.33 5.5 5.96 5.66 4.81 4.22 4.0 4.22 4.81 4.81 3.77 2.98 2.67 2.98 3.77 4.22 2.98 1.89 1.33 1.89 2.98 4.0 2.67 1.33 99999 1.33 2.67 4.22 2.98 1.89 1.33 1.89 2.98 
4.27 4.67 2.83 6.15 5.7 6.04 4.85 5.21 2.67 7.54 6.67 5.96 5.5 5.33 5.5 6.67 5.66 4.81 4.22 4.0 4.22 5.96 4.81 3.77 2.98 2.67 2.98 5.5 4.22 2.98 1.89 1.33 1.89 5.33 4.0 2.67 1.33 99999 1.33 5.5 4.22 2.98 1.89 1.33 1.89 
5.21 6.0 3.89 7.45 6.96 6.32 4.67 6.15 2.98 8.54 7.54 6.67 5.96 5.5 5.33 7.77 6.67 5.66 4.81 4.22 4.0 7.18 5.96 4.81 3.77 2.98 2.67 6.8 5.5 4.22 2.98 1.89 1.33 6.67 5.33 4.0 2.67 1.33 99999 6.8 5.5 4.22 2.98 1.89 1.33 
5.37 1.49 3.4 0.67 3.33 8.69 8.97 5.7 6.67 6.67 6.8 7.18 7.77 8.54 9.43 5.33 5.5 5.96 6.67 7.54 8.54 4.0 4.22 4.81 5.66 6.67 7.77 2.67 2.98 3.77 4.81 5.96 7.18 1.33 1.89 2.98 4.22 5.5 6.8 99999 1.33 2.67 4.0 5.33 6.67 
4.85 1.49 2.11 2.0 3.59 8.06 8.03 5.37 5.66 6.8 6.67 6.8 7.18 7.77 8.54 5.5 5.33 5.5 5.96 6.67 7.54 4.22 4.0 4.22 4.81 5.66 6.67 2.98 2.67 2.98 3.77 4.81 5.96 1.89 1.33 1.89 2.98 4.22 5.5 1.33 99999 1.33 2.67 4.0 5.33 
4.67 2.4 0.94 3.33 4.27 7.6 7.21 5.37 4.81 7.18 6.8 6.67 6.8 7.18 7.77 5.96 5.5 5.33 5.5 5.96 6.67 4.81 4.22 4.0 4.22 4.81 5.66 3.77 2.98 2.67 2.98 3.77 4.81 2.98 1.89 1.33 1.89 2.98 4.22 2.67 1.33 99999 1.33 2.67 4.0 
4.85 3.59 0.94 4.67 5.21 7.36 6.57 5.7 4.22 7.77 7.18 6.8 6.67 6.8 7.18 6.67 5.96 5.5 5.33 5.5 5.96 5.66 4.81 4.22 4.0 4.22 4.81 4.81 3.77 2.98 2.67 2.98 3.77 4.22 2.98 1.89 1.33 1.89 2.98 4.0 2.67 1.33 99999 1.33 2.67 
5.37 4.85 2.11 6.0 6.29 7.36 6.15 6.29 4.0 8.54 7.77 7.18 6.8 6.67 6.8 7.54 6.67 5.96 5.5 5.33 5.5 6.67 5.66 4.81 4.22 4.0 4.22 5.96 4.81 3.77 2.98 2.67 2.98 5.5 4.22 2.98 1.89 1.33 1.89 5.33 4.0 2.67 1.33 99999 1.33 
6.15 6.15 3.4 7.33 7.45 7.6 6.0 7.09 4.22 9.43 8.54 7.77 7.18 6.8 6.67 8.54 7.54 6.67 5.96 5.5 5.33 7.77 6.67 5.66 4.81 4.22 4.0 7.18 5.96 4.81 3.77 2.98 2.67 6.8 5.5 4.22 2.98 1.89 1.33 6.67 5.33 4.0 2.67 1.33 99999
