2.55 2.37 4.12 2.43 1.37 4.01 4.38 3.07 1.0 0.67 99999 0.67 1.33 2.0 2.67 3.33 0.94 0.67 0.94 1.49 2.11 2.75 3.4 1.49 1.33 1.49 1.89 2.4 2.98 3.59 2.11 2.0 2.11 2.4 2.83 3.33 3.89 2.75 2.67 2.75 2.98 3.33 3.77 4.27 3.4 3.33 3.4 3.59 3.89 4.27 4.71 4.06 4.0 4.06 4.22 4.47 4.81 5.21 
2.76 2.01 4.01 2.33 1.67 3.61 4.53 2.43 0.33 1.33 0.67 99999 0.67 1.33 2.0 2.67 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.89 1.49 1.33 1.49 1.89 2.4 2.98 2.4 2.11 2.0 2.11 2.4 2.83 3.33 2.98 2.75 2.67 2.75 2.98 3.33 3.77 3.59 3.4 3.33 3.4 3.59 3.89 4.27 4.22 4.06 4.0 4.06 4.22 4.47 4.81 
3.1 1.84 4.01 2.43 2.13 3.28 4.77 1.8 0.33 2.0 1.33 0.67 99999 0.67 1.33 2.0 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.4 1.89 1.49 1.33 1.49 1.89 2.4 2.83 2.4 2.11 2.0 2.11 2.4 2.83 3.33 2.98 2.75 2.67 2.75 2.98 3.33 3.89 3.59 3.4 3.33 3.4 3.59 3.89 4.47 4.22 4.06 4.0 4.06 4.22 4.47 
3.54 1.9 4.12 2.69 2.69 3.07 5.09 1.2 1.0 2.67 2.0 1.33 0.67 99999 0.67 1.33 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.98 2.4 1.89 1.49 1.33 1.49 1.89 3.33 2.83 2.4 2.11 2.0 2.11 2.4 3.77 3.33 2.98 2.75 2.67 2.75 2.98 4.27 3.89 3.59 3.4 3.33 3.4 3.59 4.81 4.47 4.22 4.06 4.0 4.06 4.22 
4.03 2.17 4.33 3.07 3.28 3.0 5.47 0.75 1.67 3.33 2.67 2.0 1.33 0.67 99999 0.67 3.4 2.75 2.11 1.49 0.94 0.67 0.94 3.59 2.98 2.4 1.89 1.49 1.33 1.49 3.89 3.33 2.83 2.4 2.11 2.0 2.11 4.27 3.77 3.33 2.98 2.75 2.67 2.75 4.71 4.27 3.89 3.59 3.4 3.33 3.4 5.21 4.81 4.47 4.22 4.06 4.0 4.06 
4.58 2.59 4.63 3.54 3.9 3.07 5.9 0.75 2.33 4.0 3.33 2.67 2.0 1.33 0.67 99999 4.06 3.4 2.75 2.11 1.49 0.94 0.67 4.22 3.59 2.98 2.4 1.89 1.49 1.33 4.47 3.89 3.33 2.83 2.4 2.11 2.0 4.81 4.27 3.77 3.33 2.98 2.75 2.67 5.21 4.71 4.27 3.89 3.59 3.4 3.33 5.66 5.21 4.81 4.47 4.22 4.06 4.0 
1.84 2.46 3.73 2.13 0.75 4.07 3.67 3.67 1.8 0.67 0.94 1.49 2.11 2.75 3.4 4.06 99999 0.67 1.33 2.0 2.67 3.33 4.0 0.67 0.94 1.49 2.11 2.75 3.4 4.06 1.33 1.49 1.89 2.4 2.98 3.59 4.22 2.0 2.11 2.4 2.83 3.33 3.89 4.47 2.67 2.75 2.98 3.33 3.77 4.27 4.81 3.33 3.4 3.59 3.89 4.27 4.71 5.21 
1.9 1.9 3.48 1.8 0.75 3.54 3.73 3.0 1.2 0.94 0.67 0.94 1.49 2.11 2.75 3.4 0.67 99999 0.67 1.33 2.0 2.67 3.33 0.94 0.67 0.94 1.49 2.11 2.75 3.4 1.49 1.33 1.49 1.89 2.4 2.98 3.59 2.11 2.0 2.11 2.4 2.83 3.33 3.89 2.75 2.67 2.75 2.98 3.33 3.77 4.27 3.4 3.33 3.4 3.59 3.89 4.27 4.71 
2.17 1.43 3.35 1.67 1.2 3.07 3.9 2.33 0.75 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.33 0.67 99999 0.67 1.33 2.0 2.67 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.89 1.49 1.33 1.49 1.89 2.4 2.98 2.4 2.11 2.0 2.11 2.4 2.83 3.33 2.98 2.75 2.67 2.75 2.98 3.33 3.77 3.59 3.4 3.33 3.4 3.59 3.89 4.27 
2.59 1.18 3.35 1.8 1.8 2.69 4.18 1.67 0.75 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.0 1.33 0.67 99999 0.67 1.33 2.0 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.4 1.89 1.49 1.33 1.49 1.89 2.4 2.83 2.4 2.11 2.0 2.11 2.4 2.83 3.33 2.98 2.75 2.67 2.75 2.98 3.33 3.89 3.59 3.4 3.33 3.4 3.59 3.89 
3.1 1.27 3.48 2.13 2.43 2.43 4.53 1.0 1.2 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.67 2.0 1.33 0.67 99999 0.67 1.33 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.98 2.4 1.89 1.49 1.33 1.49 1.89 3.33 2.83 2.4 2.11 2.0 2.11 2.4 3.77 3.33 2.98 2.75 2.67 2.75 2.98 4.27 3.89 3.59 3.4 3.33 3.4 3.59 
3.66 1.65 3.73 2.6 3.07 2.33 4.96 0.33 1.8 3.4 2.75 2.11 1.49 0.94 0.67 0.94 3.33 2.67 2.0 1.33 0.67 99999 0.67 3.4 2.75 2.11 1.49 0.94 0.67 0.94 3.59 2.98 2.4 1.89 1.49 1.33 1.49 3.89 3.33 2.83 2.4 2.11 2.0 2.11 4.27 3.77 3.33 2.98 2.75 2.67 2.75 4.71 4.27 3.89 3.59 3.4 3.33 3.4 
4.25 2.17 4.07 3.14 3.73 2.43 5.43 0.33 2.43 4.06 3.4 2.75 2.11 1.49 0.94 0.67 4.0 3.33 2.67 2.0 1.33 0.67 99999 4.06 3.4 2.75 2.11 1.49 0.94 0.67 4.22 3.59 2.98 2.4 1.89 1.49 1.33 4.47 3.89 3.33 2.83 2.4 2.11 2.0 4.81 4.27 3.77 3.33 2.98 2.75 2.67 5.21 4.71 4.27 3.89 3.59 3.4 3.33 
1.18 2.22 3.14 1.67 0.33 3.73 3.0 3.73 2.13 1.33 1.49 1.89 2.4 2.98 3.59 4.22 0.67 0.94 1.49 2.11 2.75 3.4 4.06 99999 0.67 1.33 2.0 2.67 3.33 4.0 0.67 0.94 1.49 2.11 2.75 3.4 4.06 1.33 1.49 1.89 2.4 2.98 3.59 4.22 2.0 2.11 2.4 2.83 3.33 3.89 4.47 2.67 2.75 2.98 3.33 3.77 4.27 4.81 
1.27 1.58 2.85 1.2 0.33 3.14 3.07 3.07 1.67 1.49 1.33 1.49 1.89 2.4 2.98 3.59 0.94 0.67 0.94 1.49 2.11 2.75 3.4 0.67 99999 0.67 1.33 2.0 2.67 3.33 0.94 0.67 0.94 1.49 2.11 2.75 3.4 1.49 1.33 1.49 1.89 2.4 2.98 3.59 2.11 2.0 2.11 2.4 2.83 3.33 3.89 2.75 2.67 2.75 2.98 3.33 3.77 4.27 
1.65 0.97 2.69 1.0 1.0 2.6 3.28 2.43 1.37 1.89 1.49 1.33 1.49 1.89 2.4 2.98 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.33 0.67 99999 0.67 1.33 2.0 2.67 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.89 1.49 1.33 1.49 1.89 2.4 2.98 2.4 2.11 2.0 2.11 2.4 2.83 3.33 2.98 2.75 2.67 2.75 2.98 3.33 3.77 
2.17 0.53 2.69 1.2 1.67 2.13 3.61 1.8 1.37 2.4 1.89 1.49 1.33 1.49 1.89 2.4 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.0 1.33 0.67 99999 0.67 1.33 2.0 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.4 1.89 1.49 1.33 1.49 1.89 2.4 2.83 2.4 2.11 2.0 2.11 2.4 2.83 3.33 2.98 2.75 2.67 2.75 2.98 3.33 
2.76 0.71 2.85 1.67 2.33 1.8 4.01 1.2 1.67 2.98 2.4 1.89 1.49 1.33 1.49 1.89 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.67 2.0 1.33 0.67 99999 0.67 1.33 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.98 2.4 1.89 1.49 1.33 1.49 1.89 3.33 2.83 2.4 2.11 2.0 2.11 2.4 3.77 3.33 2.98 2.75 2.67 2.75 2.98 
3.37 1.27 3.14 2.24 3.0 1.67 4.48 0.75 2.13 3.59 2.98 2.4 1.89 1.49 1.33 1.49 3.4 2.75 2.11 1.49 0.94 0.67 0.94 3.33 2.67 2.0 1.33 0.67 99999 0.67 3.4 2.75 2.11 1.49 0.94 0.67 0.94 3.59 2.98 2.4 1.89 1.49 1.33 1.49 3.89 3.33 2.83 2.4 2.11 2.0 2.11 4.27 3.77 3.33 2.98 2.75 2.67 2.75 
4.01 1.9 3.54 2.85 3.67 1.8 5.0 0.75 2.69 4.22 3.59 2.98 2.4 1.89 1.49 1.33 4.06 3.4 2.75 2.11 1.49 0.94 0.67 4.0 3.33 2.67 2.0 1.33 0.67 99999 4.06 3.4 2.75 2.11 1.49 0.94 0.67 4.22 3.59 2.98 2.4 1.89 1.49 1.33 4.47 3.89 3.33 2.83 2.4 2.11 2.0 4.81 4.27 3.77 3.33 2.98 2.75 2.67 
0.53 2.17 2.6 1.37 0.75 3.48 2.33 3.9 2.6 2.0 2.11 2.4 2.83 3.33 3.89 4.47 1.33 1.49 1.89 2.4 2.98 3.59 4.22 0.67 0.94 1.49 2.11 2.75 3.4 4.06 99999 0.67 1.33 2.0 2.67 3.33 4.0 0.67 0.94 1.49 2.11 2.75 3.4 4.06 1.33 1.49 1.89 2.4 2.98 3.59 4.22 2.0 2.11 2.4 2.83 3.33 3.89 4.47 
0.71 1.51 2.24 0.75 0.75 2.85 2.43 3.28 2.24 2.11 2.0 2.11 2.4 2.83 3.33 3.89 1.49 1.33 1.49 1.89 2.4 2.98 3.59 0.94 0.67 0.94 1.49 2.11 2.75 3.4 0.67 99999 0.67 1.33 2.0 2.67 3.33 0.94 0.67 0.94 1.49 2.11 2.75 3.4 1.49 1.33 1.49 1.89 2.4 2.98 3.59 2.11 2.0 2.11 2.4 2.83 3.33 3.89 
1.27 0.85 2.03 0.33 1.2 2.24 2.69 2.69 2.03 2.4 2.11 2.0 2.11 2.4 2.83 3.33 1.89 1.49 1.33 1.49 1.89 2.4 2.98 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.33 0.67 99999 0.67 1.33 2.0 2.67 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.89 1.49 1.33 1.49 1.89 2.4 2.98 2.4 2.11 2.0 2.11 2.4 2.83 3.33 
1.9 0.24 2.03 0.75 1.8 1.67 3.07 2.13 2.03 2.83 2.4 2.11 2.0 2.11 2.4 2.83 2.4 1.89 1.49 1.33 1.49 1.89 2.4 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.0 1.33 0.67 99999 0.67 1.33 2.0 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.4 1.89 1.49 1.33 1.49 1.89 2.4 2.83 2.4 2.11 2.0 2.11 2.4 2.83 
2.55 0.53 2.24 1.37 2.43 1.2 3.54 1.67 2.24 3.33 2.83 2.4 2.11 2.0 2.11 2.4 2.98 2.4 1.89 1.49 1.33 1.49 1.89 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.67 2.0 1.33 0.67 99999 0.67 1.33 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.98 2.4 1.89 1.49 1.33 1.49 1.89 3.33 2.83 2.4 2.11 2.0 2.11 2.4 
3.21 1.18 2.6 2.03 3.07 1.0 4.07 1.37 2.6 3.89 3.33 2.83 2.4 2.11 2.0 2.11 3.59 2.98 2.4 1.89 1.49 1.33 1.49 3.4 2.75 2.11 1.49 0.94 0.67 0.94 3.33 2.67 2.0 1.33 0.67 99999 0.67 3.4 2.75 2.11 1.49 0.94 0.67 0.94 3.59 2.98 2.4 1.89 1.49 1.33 1.49 3.89 3.33 2.83 2.4 2.11 2.0 2.11 
3.87 1.84 3.07 2.69 3.73 1.2 4.63 1.37 3.07 4.47 3.89 3.33 2.83 2.4 2.11 2.0 4.22 3.59 2.98 2.4 1.89 1.49 1.33 4.06 3.4 2.75 2.11 1.49 0.94 0.67 4.0 3.33 2.67 2.0 1.33 0.67 99999 4.06 3.4 2.75 2.11 1.49 0.94 0.67 4.22 3.59 2.98 2.4 1.89 1.49 1.33 4.47 3.89 3.33 2.83 2.4 2.11 2.0 
0.24 2.32 2.13 1.37 1.37 3.35 1.67 4.18 3.14 2.67 2.75 2.98 3.33 3.77 4.27 4.81 2.0 2.11 2.4 2.83 3.33 3.89 4.47 1.33 1.49 1.89 2.4 2.98 3.59 4.22 0.67 0.94 1.49 2.11 2.75 3.4 4.06 99999 0.67 1.33 2.0 2.67 3.33 4.0 0.67 0.94 1.49 2.11 2.75 3.4 4.06 1.33 1.49 1.89 2.4 2.98 3.59 4.22 
0.53 1.72 1.67 0.75 1.37 2.69 1.8 3.61 2.85 2.75 2.67 2.75 2.98 3.33 3.77 4.27 2.11 2.0 2.11 2.4 2.83 3.33 3.89 1.49 1.33 1.49 1.89 2.4 2.98 3.59 0.94 0.67 0.94 1.49 2.11 2.75 3.4 0.67 99999 0.67 1.33 2.0 2.67 3.33 0.94 0.67 0.94 1.49 2.11 2.75 3.4 1.49 1.33 1.49 1.89 2.4 2.98 3.59 
1.18 1.18 1.37 0.33 1.67 2.03 2.13 3.07 2.69 2.98 2.75 2.67 2.75 2.98 3.33 3.77 2.4 2.11 2.0 2.11 2.4 2.83 3.33 1.89 1.49 1.33 1.49 1.89 2.4 2.98 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.33 0.67 99999 0.67 1.33 2.0 2.67 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.89 1.49 1.33 1.49 1.89 2.4 2.98 
1.84 0.85 1.37 0.75 2.13 1.37 2.6 2.6 2.69 3.33 2.98 2.75 2.67 2.75 2.98 3.33 2.83 2.4 2.11 2.0 2.11 2.4 2.83 2.4 1.89 1.49 1.33 1.49 1.89 2.4 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.0 1.33 0.67 99999 0.67 1.33 2.0 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.4 1.89 1.49 1.33 1.49 1.89 2.4 
2.51 0.97 1.67 1.37 2.69 0.75 3.14 2.24 2.85 3.77 3.33 2.98 2.75 2.67 2.75 2.98 3.33 2.83 2.4 2.11 2.0 2.11 2.4 2.98 2.4 1.89 1.49 1.33 1.49 1.89 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.67 2.0 1.33 0.67 99999 0.67 1.33 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.98 2.4 1.89 1.49 1.33 1.49 1.89 
3.17 1.43 2.13 2.03 3.28 0.33 3.73 2.03 3.14 4.27 3.77 3.33 2.98 2.75 2.67 2.75 3.89 3.33 2.83 2.4 2.11 2.0 2.11 3.59 2.98 2.4 1.89 1.49 1.33 1.49 3.4 2.75 2.11 1.49 0.94 0.67 0.94 3.33 2.67 2.0 1.33 0.67 99999 0.67 3.4 2.75 2.11 1.49 0.94 0.67 0.94 3.59 2.98 2.4 1.89 1.49 1.33 1.49 
3.84 2.01 2.69 2.69 3.9 0.75 4.33 2.03 3.54 4.81 4.27 3.77 3.33 2.98 2.75 2.67 4.47 3.89 3.33 2.83 2.4 2.11 2.0 4.22 3.59 2.98 2.4 1.89 1.49 1.33 4.06 3.4 2.75 2.11 1.49 0.94 0.67 4.0 3.33 2.67 2.0 1.33 0.67 99999 4.06 3.4 2.75 2.11 1.49 0.94 0.67 4.22 3.59 2.98 2.4 1.89 1.49 1.33 
0.85 2.64 1.8 1.67 2.03 3.35 1.0 4.53 3.73 3.33 3.4 3.59 3.89 4.27 4.71 5.21 2.67 2.75 2.98 3.33 3.77 4.27 4.81 2.0 2.11 2.4 2.83 3.33 3.89 4.47 1.33 1.49 1.89 2.4 2.98 3.59 4.22 0.67 0.94 1.49 2.11 2.75 3.4 4.06 99999 0.67 1.33 2.0 2.67 3.33 4.0 0.67 0.94 1.49 2.11 2.75 3.4 4.06 
0.97 2.12 1.2 1.2 2.03 2.69 1.2 4.01 3.48 3.4 3.33 3.4 3.59 3.89 4.27 4.71 2.75 2.67 2.75 2.98 3.33 3.77 4.27 2.11 2.0 2.11 2.4 2.83 3.33 3.89 1.49 1.33 1.49 1.89 2.4 2.98 3.59 0.94 0.67 0.94 1.49 2.11 2.75 3.4 0.67 99999 0.67 1.33 2.0 2.67 3.33 0.94 0.67 0.94 1.49 2.11 2.75 3.4 
1.43 1.72 0.75 1.0 2.24 2.03 1.67 3.54 3.35 3.59 3.4 3.33 3.4 3.59 3.89 4.27 2.98 2.75 2.67 2.75 2.98 3.33 3.77 2.4 2.11 2.0 2.11 2.4 2.83 3.33 1.89 1.49 1.33 1.49 1.89 2.4 2.98 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.33 0.67 99999 0.67 1.33 2.0 2.67 1.49 0.94 0.67 0.94 1.49 2.11 2.75 
2.01 1.51 0.75 1.2 2.6 1.37 2.24 3.14 3.35 3.89 3.59 3.4 3.33 3.4 3.59 3.89 3.33 2.98 2.75 2.67 2.75 2.98 3.33 2.83 2.4 2.11 2.0 2.11 2.4 2.83 2.4 1.89 1.49 1.33 1.49 1.89 2.4 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.0 1.33 0.67 99999 0.67 1.33 2.0 2.11 1.49 0.94 0.67 0.94 1.49 2.11 
2.64 1.58 1.2 1.67 3.07 0.75 2.85 2.85 3.48 4.27 3.89 3.59 3.4 3.33 3.4 3.59 3.77 3.33 2.98 2.75 2.67 2.75 2.98 3.33 2.83 2.4 2.11 2.0 2.11 2.4 2.98 2.4 1.89 1.49 1.33 1.49 1.89 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.67 2.0 1.33 0.67 99999 0.67 1.33 2.75 2.11 1.49 0.94 0.67 0.94 1.49 
3.27 1.9 1.8 2.24 3.61 0.33 3.48 2.69 3.73 4.71 4.27 3.89 3.59 3.4 3.33 3.4 4.27 3.77 3.33 2.98 2.75 2.67 2.75 3.89 3.33 2.83 2.4 2.11 2.0 2.11 3.59 2.98 2.4 1.89 1.49 1.33 1.49 3.4 2.75 2.11 1.49 0.94 0.67 0.94 3.33 2.67 2.0 1.33 0.67 99999 0.67 3.4 2.75 2.11 1.49 0.94 0.67 0.94 
3.92 2.37 2.43 2.85 4.18 0.75 4.12 2.69 4.07 5.21 4.71 4.27 3.89 3.59 3.4 3.33 4.81 4.27 3.77 3.33 2.98 2.75 2.67 4.47 3.89 3.33 2.83 2.4 2.11 2.0 4.22 3.59 2.98 2.4 1.89 1.49 1.33 4.06 3.4 2.75 2.11 1.49 0.94 0.67 4.0 3.33 2.67 2.0 1.33 0.67 99999 4.06 3.4 2.75 2.11 1.49 0.94 0.67 
1.51 3.06 1.67 2.13 2.69 3.48 0.33 4.96 4.33 4.0 4.06 4.22 4.47 4.81 5.21 5.66 3.33 3.4 3.59 3.89 4.27 4.71 5.21 2.67 2.75 2.98 3.33 3.77 4.27 4.81 2.0 2.11 2.4 2.83 3.33 3.89 4.47 1.33 1.49 1.89 2.4 2.98 3.59 4.22 0.67 0.94 1.49 2.11 2.75 3.4 4.06 99999 0.67 1.33 2.0 2.67 3.33 4.0 
1.58 2.64 1.0 1.8 2.69 2.85 0.75 4.48 4.12 4.06 4.0 4.06 4.22 4.47 4.81 5.21 3.4 3.33 3.4 3.59 3.89 4.27 4.71 2.75 2.67 2.75 2.98 3.33 3.77 4.27 2.11 2.0 2.11 2.4 2.83 3.33 3.89 1.49 1.33 1.49 1.89 2.4 2.98 3.59 0.94 0.67 0.94 1.49 2.11 2.75 3.4 0.67 99999 0.67 1.33 2.0 2.67 3.33 
1.9 2.32 0.33 1.67 2.85 2.24 1.37 4.07 4.01 4.22 4.06 4.0 4.06 4.22 4.47 4.81 3.59 3.4 3.33 3.4 3.59 3.89 4.27 2.98 2.75 2.67 2.75 2.98 3.33 3.77 2.4 2.11 2.0 2.11 2.4 2.83 3.33 1.89 1.49 1.33 1.49 1.89 2.4 2.98 1.49 0.94 0.67 0.94 1.49 2.11 2.75 1.33 0.67 99999 0.67 1.33 2.0 2.67 
2.37 2.17 0.33 1.8 3.14 1.67 2.03 3.73 4.01 4.47 4.22 4.06 4.0 4.06 4.22 4.47 3.89 3.59 3.4 3.33 3.4 3.59 3.89 3.33 2.98 2.75 2.67 2.75 2.98 3.33 2.83 2.4 2.11 2.0 2.11 2.4 2.83 2.4 1.89 1.49 1.33 1.49 1.89 2.4 2.11 1.49 0.94 0.67 0.94 1.49 2.11 2.0 1.33 0.67 99999 0.67 1.33 2.0 
2.92 2.22 1.0 2.13 3.54 1.2 2.69 3.48 4.12 4.81 4.47 4.22 4.06 4.0 4.06 4.22 4.27 3.89 3.59 3.4 3.33 3.4 3.59 3.77 3.33 2.98 2.75 2.67 2.75 2.98 3.33 2.83 2.4 2.11 2.0 2.11 2.4 2.98 2.4 1.89 1.49 1.33 1.49 1.89 2.75 2.11 1.49 0.94 0.67 0.94 1.49 2.67 2.0 1.33 0.67 99999 0.67 1.33 
