7.8 6.7 4.71 0.94 0.0 7.09 6.7 5.08 5.96 4.22 99999 1.33 2.67 4.0 5.33 6.67 1.33 1.89 2.98 4.22 5.5 6.8 2.67 2.98 3.77 4.81 5.96 7.18 4.0 4.22 4.81 5.66 6.67 7.77 5.33 5.5 5.96 6.67 7.54 8.54 6.67 6.8 7.18 7.77 8.54 9.43 
7.45 6.7 3.89 2.11 1.33 6.29 5.37 4.71 4.81 2.98 1.33 99999 1.33 2.67 4.0 5.33 1.89 1.33 1.89 2.98 4.22 5.5 2.98 2.67 2.98 3.77 4.81 5.96 4.22 4.0 4.22 4.81 5.66 6.67 5.5 5.33 5.5 5.96 6.67 7.54 6.8 6.67 6.8 7.18 7.77 8.54 
7.33 6.96 3.4 3.4 2.67 5.7 4.06 4.71 3.77 1.89 2.67 1.33 99999 1.33 2.67 4.0 2.98 1.89 1.33 1.89 2.98 4.22 3.77 2.98 2.67 2.98 3.77 4.81 4.81 4.22 4.0 4.22 4.81 5.66 5.96 5.5 5.33 5.5 5.96 6.67 7.18 6.8 6.67 6.8 7.18 7.77 
7.45 7.45 3.4 4.71 4.0 5.37 2.75 5.08 2.98 1.33 4.0 2.67 1.33 99999 1.33 2.67 4.22 2.98 1.89 1.33 1.89 2.98 4.81 3.77 2.98 2.67 2.98 3.77 5.66 4.81 4.22 4.0 4.22 4.81 6.67 5.96 5.5 5.33 5.5 5.96 7.77 7.18 6.8 6.67 6.8 7.18 
7.8 8.14 3.89 6.04 5.33 5.37 1.49 5.73 2.67 1.89 5.33 4.0 2.67 1.33 99999 1.33 5.5 4.22 2.98 1.89 1.33 1.89 5.96 4.81 3.77 2.98 2.67 2.98 6.67 5.66 4.81 4.22 4.0 4.22 7.54 6.67 5.96 5.5 5.33 5.5 8.54 7.77 7.18 6.8 6.67 6.8 
8.35 8.97 4.71 7.36 6.67 5.7 0.67 6.6 2.98 2.98 6.67 5.33 4.0 2.67 1.33 99999 6.8 5.5 4.22 2.98 1.89 1.33 7.18 5.96 4.81 3.77 2.98 2.67 7.77 6.67 5.66 4.81 4.22 4.0 8.54 7.54 6.67 5.96 5.5 5.33 9.43 8.54 7.77 7.18 6.8 6.67 
6.57 5.37 3.89 0.94 1.33 6.15 6.96 3.89 5.5 4.0 1.33 1.89 2.98 4.22 5.5 6.8 99999 1.33 2.67 4.0 5.33 6.67 1.33 1.89 2.98 4.22 5.5 6.8 2.67 2.98 3.77 4.81 5.96 7.18 4.0 4.22 4.81 5.66 6.67 7.77 5.33 5.5 5.96 6.67 7.54 8.54 
6.15 5.37 2.83 2.11 1.89 5.21 5.7 3.4 4.22 2.67 1.89 1.33 1.89 2.98 4.22 5.5 1.33 99999 1.33 2.67 4.0 5.33 1.89 1.33 1.89 2.98 4.22 5.5 2.98 2.67 2.98 3.77 4.81 5.96 4.22 4.0 4.22 4.81 5.66 6.67 5.5 5.33 5.5 5.96 6.67 7.54 
6.0 5.7 2.11 3.4 2.98 4.47 4.47 3.4 2.98 1.33 2.98 1.89 1.33 1.89 2.98 4.22 2.67 1.33 99999 1.33 2.67 4.0 2.98 1.89 1.33 1.89 2.98 4.22 3.77 2.98 2.67 2.98 3.77 4.81 4.81 4.22 4.0 4.22 4.81 5.66 5.96 5.5 5.33 5.5 5.96 6.67 
6.15 6.29 2.11 4.71 4.22 4.06 3.33 3.89 1.89 0.0 4.22 2.98 1.89 1.33 1.89 2.98 4.0 2.67 1.33 99999 1.33 2.67 4.22 2.98 1.89 1.33 1.89 2.98 4.81 3.77 2.98 2.67 2.98 3.77 5.66 4.81 4.22 4.0 4.22 4.81 6.67 5.96 5.5 5.33 5.5 5.96 
6.57 7.09 2.83 6.04 5.5 4.06 2.4 4.71 1.33 1.33 5.5 4.22 2.98 1.89 1.33 1.89 5.33 4.0 2.67 1.33 99999 1.33 5.5 4.22 2.98 1.89 1.33 1.89 5.96 4.81 3.77 2.98 2.67 2.98 6.67 5.66 4.81 4.22 4.0 4.22 7.54 6.67 5.96 5.5 5.33 5.5 
7.21 8.03 3.89 7.36 6.8 4.47 2.0 5.73 1.89 2.67 6.8 5.5 4.22 2.98 1.89 1.33 6.67 5.33 4.0 2.67 1.33 99999 6.8 5.5 4.22 2.98 1.89 1.33 7.18 5.96 4.81 3.77 2.98 2.67 7.77 6.67 5.66 4.81 4.22 4.0 8.54 7.54 6.67 5.96 5.5 5.33 
5.37 4.06 3.4 2.11 2.67 5.37 7.45 2.83 5.33 4.22 2.67 2.98 3.77 4.81 5.96 7.18 1.33 1.89 2.98 4.22 5.5 6.8 99999 1.33 2.67 4.0 5.33 6.67 1.33 1.89 2.98 4.22 5.5 6.8 2.67 2.98 3.77 4.81 5.96 7.18 4.0 4.22 4.81 5.66 6.67 7.77 
4.85 4.06 2.11 2.83 2.98 4.27 6.29 2.11 4.0 2.98 2.98 2.67 2.98 3.77 4.81 5.96 1.89 1.33 1.89 2.98 4.22 5.5 1.33 99999 1.33 2.67 4.0 5.33 1.89 1.33 1.89 2.98 4.22 5.5 2.98 2.67 2.98 3.77 4.81 5.96 4.22 4.0 4.22 4.81 5.66 6.67 
4.67 4.47 0.94 3.89 3.77 3.33 5.21 2.11 2.67 1.89 3.77 2.98 2.67 2.98 3.77 4.81 2.98 1.89 1.33 1.89 2.98 4.22 2.67 1.33 99999 1.33 2.67 4.0 2.98 1.89 1.33 1.89 2.98 4.22 3.77 2.98 2.67 2.98 3.77 4.81 4.81 4.22 4.0 4.22 4.81 5.66 
4.85 5.21 0.94 5.08 4.81 2.75 4.27 2.83 1.33 1.33 4.81 3.77 2.98 2.67 2.98 3.77 4.22 2.98 1.89 1.33 1.89 2.98 4.0 2.67 1.33 99999 1.33 2.67 4.22 2.98 1.89 1.33 1.89 2.98 4.81 3.77 2.98 2.67 2.98 3.77 5.66 4.81 4.22 4.0 4.22 4.81 
5.37 6.15 2.11 6.32 5.96 2.75 3.59 3.89 0.0 1.89 5.96 4.81 3.77 2.98 2.67 2.98 5.5 4.22 2.98 1.89 1.33 1.89 5.33 4.0 2.67 1.33 99999 1.33 5.5 4.22 2.98 1.89 1.33 1.89 5.96 4.81 3.77 2.98 2.67 2.98 6.67 5.66 4.81 4.22 4.0 4.22 
6.15 7.21 3.4 7.6 7.18 3.33 3.33 5.08 1.33 2.98 7.18 5.96 4.81 3.77 2.98 2.67 6.8 5.5 4.22 2.98 1.89 1.33 6.67 5.33 4.0 2.67 1.33 99999 6.8 5.5 4.22 2.98 1.89 1.33 7.18 5.96 4.81 3.77 2.98 2.67 7.77 6.67 5.66 4.81 4.22 4.0 
4.27 2.75 3.4 3.4 4.0 4.85 8.14 2.11 5.5 4.81 4.0 4.22 4.81 5.66 6.67 7.77 2.67 2.98 3.77 4.81 5.96 7.18 1.33 1.89 2.98 4.22 5.5 6.8 99999 1.33 2.67 4.0 5.33 6.67 1.33 1.89 2.98 4.22 5.5 6.8 2.67 2.98 3.77 4.81 5.96 7.18 
3.59 2.75 2.11 3.89 4.22 3.59 7.09 0.94 4.22 3.77 4.22 4.0 4.22 4.81 5.66 6.67 2.98 2.67 2.98 3.77 4.81 5.96 1.89 1.33 1.89 2.98 4.22 5.5 1.33 99999 1.33 2.67 4.0 5.33 1.89 1.33 1.89 2.98 4.22 5.5 2.98 2.67 2.98 3.77 4.81 5.96 
3.33 3.33 0.94 4.71 4.81 2.4 6.15 0.94 2.98 2.98 4.81 4.22 4.0 4.22 4.81 5.66 3.77 2.98 2.67 2.98 3.77 4.81 2.98 1.89 1.33 1.89 2.98 4.22 2.67 1.33 99999 1.33 2.67 4.0 2.98 1.89 1.33 1.89 2.98 4.22 3.77 2.98 2.67 2.98 3.77 4.81 
3.59 4.27 0.94 5.73 5.66 1.49 5.37 2.11 1.89 2.67 5.66 4.81 4.22 4.0 4.22 4.81 4.81 3.77 2.98 2.67 2.98 3.77 4.22 2.98 1.89 1.33 1.89 2.98 4.0 2.67 1.33 99999 1.33 2.67 4.22 2.98 1.89 1.33 1.89 2.98 4.81 3.77 2.98 2.67 2.98 3.77 
4.27 5.37 2.11 6.86 6.67 1.49 4.85 3.4 1.33 2.98 6.67 5.66 4.81 4.22 4.0 4.22 5.96 4.81 3.77 2.98 2.67 2.98 5.5 4.22 2.98 1.89 1.33 1.89 5.33 4.0 2.67 1.33 99999 1.33 5.5 4.22 2.98 1.89 1.33 1.89 5.96 4.81 3.77 2.98 2.67 2.98 
5.21 6.57 3.4 8.06 7.77 2.4 4.67 4.71 1.89 3.77 7.77 6.67 5.66 4.81 4.22 4.0 7.18 5.96 4.81 3.77 2.98 2.67 6.8 5.5 4.22 2.98 1.89 1.33 6.67 5.33 4.0 2.67 1.33 99999 6.8 5.5 4.22 2.98 1.89 1.33 7.18 5.96 4.81 3.77 2.98 2.67 
3.33 1.49 3.89 4.71 5.33 4.67 8.97 2.11 5.96 5.66 5.33 5.5 5.96 6.67 7.54 8.54 4.0 4.22 4.81 5.66 6.67 7.77 2.67 2.98 3.77 4.81 5.96 7.18 1.33 1.89 2.98 4.22 5.5 6.8 99999 1.33 2.67 4.0 5.33 6.67 1.33 1.89 2.98 4.22 5.5 6.8 
2.4 1.49 2.83 5.08 5.5 3.33 8.03 0.94 4.81 4.81 5.5 5.33 5.5 5.96 6.67 7.54 4.22 4.0 4.22 4.81 5.66 6.67 2.98 2.67 2.98 3.77 4.81 5.96 1.89 1.33 1.89 2.98 4.22 5.5 1.33 99999 1.33 2.67 4.0 5.33 1.89 1.33 1.89 2.98 4.22 5.5 
2.0 2.4 2.11 5.73 5.96 2.0 7.21 0.94 3.77 4.22 5.96 5.5 5.33 5.5 5.96 6.67 4.81 4.22 4.0 4.22 4.81 5.66 3.77 2.98 2.67 2.98 3.77 4.81 2.98 1.89 1.33 1.89 2.98 4.22 2.67 1.33 99999 1.33 2.67 4.0 2.98 1.89 1.33 1.89 2.98 4.22 
2.4 3.59 2.11 6.6 6.67 0.67 6.57 2.11 2.98 4.0 6.67 5.96 5.5 5.33 5.5 5.96 5.66 4.81 4.22 4.0 4.22 4.81 4.81 3.77 2.98 2.67 2.98 3.77 4.22 2.98 1.89 1.33 1.89 2.98 4.0 2.67 1.33 99999 1.33 2.67 4.22 2.98 1.89 1.33 1.89 2.98 
3.33 4.85 2.83 7.6 7.54 0.67 6.15 3.4 2.67 4.22 7.54 6.67 5.96 5.5 5.33 5.5 6.67 5.66 4.81 4.22 4.0 4.22 5.96 4.81 3.77 2.98 2.67 2.98 5.5 4.22 2.98 1.89 1.33 1.89 5.33 4.0 2.67 1.33 99999 1.33 5.5 4.22 2.98 1.89 1.33 1.89 
4.47 6.15 3.89 8.69 8.54 2.0 6.0 4.71 2.98 4.81 8.54 7.54 6.67 5.96 5.5 5.33 7.77 6.67 5.66 4.81 4.22 4.0 7.18 5.96 4.81 3.77 2.98 2.67 6.8 5.5 4.22 2.98 1.89 1.33 6.67 5.33 4.0 2.67 1.33 99999 6.8 5.5 4.22 2.98 1.89 1.33 
2.75 0.67 4.71 6.04 6.67 4.85 9.91 2.83 6.67 6.67 6.67 6.8 7.18 7.77 8.54 9.43 5.33 5.5 5.96 6.67 7.54 8.54 4.0 4.22 4.81 5.66 6.67 7.77 2.67 2.98 3.77 4.81 5.96 7.18 1.33 1.89 2.98 4.22 5.5 6.8 99999 1.33 2.67 4.0 5.33 6.67 
1.49 0.67 3.89 6.32 6.8 3.59 9.07 2.11 5.66 5.96 6.8 6.67 6.8 7.18 7.77 8.54 5.5 5.33 5.5 5.96 6.67 7.54 4.22 4.0 4.22 4.81 5.66 6.67 2.98 2.67 2.98 3.77 4.81 5.96 1.89 1.33 1.89 2.98 4.22 5.5 1.33 99999 1.33 2.67 4.0 5.33 
0.67 2.0 3.4 6.86 7.18 2.4 8.35 2.11 4.81 5.5 7.18 6.8 6.67 6.8 7.18 7.77 5.96 5.5 5.33 5.5 5.96 6.67 4.81 4.22 4.0 4.22 4.81 5.66 3.77 2.98 2.67 2.98 3.77 4.81 2.98 1.89 1.33 1.89 2.98 4.22 2.67 1.33 99999 1.33 2.67 4.0 
1.49 3.33 3.4 7.6 7.77 1.49 7.8 2.83 4.22 5.33 7.77 7.18 6.8 6.67 6.8 7.18 6.67 5.96 5.5 5.33 5.5 5.96 5.66 4.81 4.22 4.0 4.22 4.81 4.81 3.77 2.98 2.67 2.98 3.77 4.22 2.98 1.89 1.33 1.89 2.98 4.0 2.67 1.33 99999 1.33 2.67 
2.75 4.67 3.89 8.49 8.54 1.49 7.45 3.89 4.0 5.5 8.54 7.77 7.18 6.8 6.67 6.8 7.54 6.67 5.96 5.5 5.33 5.5 6.67 5.66 4.81 4.22 4.0 4.22 5.96 4.81 3.77 2.98 2.67 2.98 5.5 4.22 2.98 1.89 1.33 1.89 5.33 4.0 2.67 1.33 99999 1.33 
4.06 6.0 4.71 9.48 9.43 2.4 7.33 5.08 4.22 5.96 9.43 8.54 7.77 7.18 6.8 6.67 8.54 7.54 6.67 5.96 5.5 5.33 7.77 6.67 5.66 4.81 4.22 4.0 7.18 5.96 4.81 3.77 2.98 2.67 6.8 5.5 4.22 2.98 1.89 1.33 6.67 5.33 4.0 2.67 1.33 99999
