3.54 1.58 3.54 3.61 3.16 3 3.16 2.83 2.24 2 2.24 2.24 1.41 1 1.41 2 1 99999 1 2.24 1.41 1 1.41 2.83 2.24 2 2.24 3.61 3.16 3 3.16 
3.54 1.58 4.3 4.24 3.61 3.16 3 3.61 2.83 2.24 2 3.16 2.24 1.41 1 3 2 1 99999 3.16 2.24 1.41 1 3.61 2.83 2.24 2 4.24 3.61 3.16 3 
5.15 2.55 1.58 4 4.12 4.47 5 3 3.16 3.61 4.24 2 2.24 2.83 3.61 1 1.41 2.24 3.16 99999 1 2 3 1 1.41 2.24 3.16 2 2.24 2.83 3.61 
4.74 1.58 2.12 4.12 4 4.12 4.47 3.16 3 3.16 3.61 2.24 2 2.24 2.83 1.41 1 1.41 2.24 1 99999 1 2 1.41 1 1.41 2.24 2.24 2 2.24 2.83 
4.53 0.71 2.92 4.47 4.12 4 4.12 3.61 3.16 3 3.16 2.83 2.24 2 2.24 2.24 1.41 1 1.41 2 1 99999 1 2.24 1.41 1 1.41 2.83 2.24 2 2.24 
4.53 0.71 3.81 5 4.47 4.12 4 4.24 3.61 3.16 3 3.61 2.83 2.24 2 3.16 2.24 1.41 1 3 2 1 99999 3.16 2.24 1.41 1 3.61 2.83 2.24 2 
6.04 2.55 0.71 5 5.1 5.39 5.83 4 4.12 4.47 5 3 3.16 3.61 4.24 2 2.24 2.83 3.61 1 1.41 2.24 3.16 99999 1 2 3 1 1.41 2.24 3.16 
5.7 1.58 1.58 5.1 5 5.1 5.39 4.12 4 4.12 4.47 3.16 3 3.16 3.61 2.24 2 2.24 2.83 1.41 1 1.41 2.24 1 99999 1 2 1.41 1 1.41 2.24 
5.52 0.71 2.55 5.39 5.1 5 5.1 4.47 4.12 4 4.12 3.61 3.16 3 3.16 2.83 2.24 2 2.24 2.24 1.41 1 1.41 2 1 99999 1 2.24 1.41 1 1.41 
5.52 0.71 3.54 5.83 5.39 5.1 5 5 4.47 4.12 4 4.24 3.61 3.16 3 3.61 2.83 2.24 2 3.16 2.24 1.41 1 3 2 1 99999 3.16 2.24 1.41 1 
6.96 2.92 0.71 6 6.08 6.32 6.71 5 5.1 5.39 5.83 4 4.12 4.47 5 3 3.16 3.61 4.24 2 2.24 2.83 3.61 1 1.41 2.24 3.16 99999 1 2 3 
6.67 2.12 1.58 6.08 6 6.08 6.32 5.1 5 5.1 5.39 4.12 4 4.12 4.47 3.16 3 3.16 3.61 2.24 2 2.24 2.83 1.41 1 1.41 2.24 1 99999 1 2 
6.52 1.58 2.55 6.32 6.08 6 6.08 5.39 5.1 5 5.1 4.47 4.12 4 4.12 3.61 3.16 3 3.16 2.83 2.24 2 2.24 2.24 1.41 1 1.41 2 1 99999 1 
6.52 1.58 3.54 6.71 6.32 6.08 6 5.83 5.39 5.1 5 5 4.47 4.12 4 4.24 3.61 3.16 3 3.61 2.83 2.24 2 3.16 2.24 1.41 1 3 2 1 99999
