5.7 0.71 6.08 2.24 6.32 4.47 2.83 2.0 2.83 6.0 4.0 2.0 99999 2.0 6.32 4.47 2.83 2.0 2.83 7.21 5.66 4.47 4.0 4.47 8.49 7.21 6.32 6.0 6.32 
7.65 1.58 6.71 4.12 8.25 6.32 4.47 2.83 2.0 8.0 6.0 4.0 2.0 99999 8.25 6.32 4.47 2.83 2.0 8.94 7.21 5.66 4.47 4.0 10.0 8.49 7.21 6.32 6.0 
0.71 6.96 6.4 4.12 4.0 4.47 5.66 7.21 8.94 2.0 2.83 4.47 6.32 8.25 99999 2.0 4.0 6.0 8.0 2.0 2.83 4.47 6.32 8.25 4.0 4.47 5.66 7.21 8.94 
1.58 5.15 5.0 2.24 4.47 4.0 4.47 5.66 7.21 2.83 2.0 2.83 4.47 6.32 2.0 99999 2.0 4.0 6.0 2.83 2.0 2.83 4.47 6.32 4.47 4.0 4.47 5.66 7.21 
3.54 3.54 4.12 1.0 5.66 4.47 4.0 4.47 5.66 4.47 2.83 2.0 2.83 4.47 4.0 2.0 99999 2.0 4.0 4.47 2.83 2.0 2.83 4.47 5.66 4.47 4.0 4.47 5.66 
5.52 2.55 4.12 2.24 7.21 5.66 4.47 4.0 4.47 6.32 4.47 2.83 2.0 2.83 6.0 4.0 2.0 99999 2.0 6.32 4.47 2.83 2.0 2.83 7.21 5.66 4.47 4.0 4.47 
7.52 2.92 5.0 4.12 8.94 7.21 5.66 4.47 4.0 8.25 6.32 4.47 2.83 2.0 8.0 6.0 4.0 2.0 99999 8.25 6.32 4.47 2.83 2.0 8.94 7.21 5.66 4.47 4.0 
2.55 7.91 5.39 5.0 6.0 6.32 7.21 8.49 10.0 4.0 4.47 5.66 7.21 8.94 2.0 2.83 4.47 6.32 8.25 99999 2.0 4.0 6.0 8.0 2.0 2.83 4.47 6.32 8.25 
2.92 6.36 3.61 3.61 6.32 6.0 6.32 7.21 8.49 4.47 4.0 4.47 5.66 7.21 2.83 2.0 2.83 4.47 6.32 2.0 99999 2.0 4.0 6.0 2.83 2.0 2.83 4.47 6.32 
4.3 5.15 2.24 3.0 7.21 6.32 6.0 6.32 7.21 5.66 4.47 4.0 4.47 5.66 4.47 2.83 2.0 2.83 4.47 4.0 2.0 99999 2.0 4.0 4.47 2.83 2.0 2.83 4.47 
6.04 4.53 2.24 3.61 8.49 7.21 6.32 6.0 6.32 7.21 5.66 4.47 4.0 4.47 6.32 4.47 2.83 2.0 2.83 6.0 4.0 2.0 99999 2.0 6.32 4.47 2.83 2.0 2.83 
7.91 4.74 3.61 5.0 10.0 8.49 7.21 6.32 6.0 8.94 7.21 5.66 4.47 4.0 8.25 6.32 4.47 2.83 2.0 8.0 6.0 4.0 2.0 99999 8.25 6.32 4.47 2.83 2.0 
4.53 9.19 5.0 6.4 8.0 8.25 8.94 10.0 11.31 6.0 6.32 7.21 8.49 10.0 4.0 4.47 5.66 7.21 8.94 2.0 2.83 4.47 6.32 8.25 99999 2.0 4.0 6.0 8.0 
4.74 7.91 3.0 5.39 8.25 8.0 8.25 8.94 10.0 6.32 6.0 6.32 7.21 8.49 4.47 4.0 4.47 5.66 7.21 2.83 2.0 2.83 4.47 6.32 2.0 99999 2.0 4.0 6.0 
5.7 6.96 1.0 5.0 8.94 8.25 8.0 8.25 8.94 7.21 6.32 6.0 6.32 7.21 5.66 4.47 4.0 4.47 5.66 4.47 2.83 2.0 2.83 4.47 4.0 2.0 99999 2.0 4.0 
7.11 6.52 1.0 5.39 10.0 8.94 8.25 8.0 8.25 8.49 7.21 6.32 6.0 6.32 7.21 5.66 4.47 4.0 4.47 6.32 4.47 2.83 2.0 2.83 6.0 4.0 2.0 99999 2.0 
8.75 6.67 3.0 6.4 11.31 10.0 8.94 8.25 8.0 10.0 8.49 7.21 6.32 6.0 8.94 7.21 5.66 4.47 4.0 8.25 6.32 4.47 2.83 2.0 8.0 6.0 4.0 2.0 99999
